Code,forPNG,Latin name,Morphotyper,CodeMJ,Subfamily,Description,Note
---TETR 011,FALSE,"Tetramorium sp. 11 validisculum Emery, 1897  sp. group",,?,Myrmicinae,"sibling of TETR 003 but rather 2 lines above eyes and wrinkles above (ant.grooves not so smooth), more sculptured sides of thorax, medium line goes also up of the head without ending (never in 004,008), side lines on head differ from TETR 003","DNA suggest that TETR 003,004,011,014 and possibly also the light form from canopy 006 is one polymorphic species, with variable n of lines and on the head and colour, because of colour and habitat differences only TETR 003 and TETR 006 are kept as sep. morphosp."
TETR 012,TRUE,"Tetramorium pulchellum Emery, 1897",,?,Myrmicinae,"yellow legs and lighter abdomen but brown to darkbrown body in mature spc., very short propodeal spines and large propodeal lobe, more lines and also dots on frons, 5 lines on clypeus, lines and sculpture on petiolus, longer and denser hairs on alitrunk and petiolus",
---TETR 013,FALSE,Tetramorium sp. 13 = VOMB003,,?,Myrmicinae,"yellow medium, conspicious long propodeal spines and also tiny sharp spines on mesothorax, propodeal flanges small and rounded,petiolus slender and almost with softer sculpture than other TETR with small spine beneath, antennal grooves not visible","aff. dryas/harpesa/lochme/nahet/philax from Indonesia and V.renatae from Austr., but much longer scapus and lines on dorsum of thorax."
---TETR 014,FALSE,"Tetramorium sp. 14 validisculum Emery, 1897  sp. group",,?,Myrmicinae,"similar to TETR. valisdisculum group (008,011) (sculpture on the head and on thorax, shape of body and petiolus), but body and petiolus looks smaller and has not so deep and apparent sculpture on sides, legs much lighter (yellow) than body, which is brown to black brown, also sibling of 006 (close in barcoding) but darker and diff. on the head","DNA suggest that TETR 003,004,011,014 and possibly also the light form from canopy 006 is one polymorphic species, with variable n of lines and on the head and colour, because of colour and habitat differences only TETR 003 and TETR 006 are kept as sep. morphosp."
---TETR 015,FALSE,Tetramorium sp. 15 = VOMB 004,,?,Myrmicinae,"yellow to light brown resembling TEtR 013, but propodeal spines rather short, petiolus less longer and a bit more angulate, soft sandy sculpture, very good match of queen on antweb to V. australis",related to T. 013 in barcodes /but clearly  T. 013 and 015 diff. species to each other
TETR 016,TRUE,"Tetramorium sp. 12 aff. pulchellum Emery, 1897",,?,Myrmicinae,"very sibling of 012 x it  has smooth postpetiolus and also petiolus much less liny (both in the darker and lighter individuals), also looks consistently with shorter hairs all over compare to sp. 12, frontal triangle above clypeus not visible (only as two lines going up),  BARCODE 3-4% diff. between both species =closely related but probably diff.-kept separate for anal.",
TETR 017,FALSE,"Tetramorium cf. carinatum (Smith F., 1859)",,,Myrmicinae,"large Tetramorium with very long propodeal spines and small but very sharp flanges, only 11 antenal segments, smooth prolonged petiolus, deep carinas and about 7 long lines on frons (more than T.carinatum- the  same or related sp. species?)",
TETR 018,FALSE,"Tetramorium fulviceps Emery, 1897",,,Myrmicinae,"small species, very hairy tetramorium, colourfull - light beon head, black rest of the body, white hairing, black legs exept light front femurs, short propodeal spines",
TETR 019,FALSE,Tetramorium sp. 19,Petr,,Myrmicinae,"smaller Tetramorium of black colour, long proposeal spines curved downwards, sculptured head with numeorus wrinkled (not straight x sp. 24) lines  and thorax with soft lines and nets,",M.Leponce 2012/1200m
TETR 020,FALSE,"Tetramorium sp. 20 aff. bicolor Viehmeyer, 1914",Petr,,Myrmicinae,"similar to Tetr010- also light thorax but black head and darker abdomen, however, this sp. has smooth head, longer prop. spines and postpetiolus is darker than petiolus","M. Leponce, 1200m"
TETR 021,FALSE,Tetramorium sp. 21,Petr 2014/03,,Myrmicinae,"close to TETR 019 but larger size, propodeal spines same lenght but straight (not curved little bit down), petiolus larger and darker wirth characteristic deep lines. + Compared to both sp. 29 and 30 species it has several straignt deep lines above eyes and larger size.",Yawan
TETR 022,FALSE,"Tetramorium sp. 22 aff. politum Emery, 1897",Justine,,Myrmicinae,"medium size ants of black colour but with brown to orange appendages, long straight spines and longer pedinculus as in sp. 017 but lines on the head not so much deep.  and diff. shape of petiolus, smooth upper thorax, postpetiolus smooth, petiolus smoother to few soft lines, characteristic lines around eyes from lateral view","M. Leponce, 1200m and higher / Hita Garcia IDed as T. politum, but that sp. has wrinkles on petiolus and much less lines around eyes and on frons."
TETR 023,FALSE,Tetramorium sp. 23 aff. sp. 22,Justine,,Myrmicinae,"medium dark col., with straight spines of medium lenght and rounded thorax, lines on the head soft and petiolus and postpetiolus glossy and smooth and light brown, could be mistaken with sp.22 but lines on the head and above and below eyes not straight and more rounded thorax, soft netty structere above eyes",Numba and mid elevation in Justine data
TETR 024,FALSE,Tetramorium sp. 24 aff. sp. 19,Justine,,Myrmicinae,"rather small Tetr. of dark col.(smaller than TETR022 and 023), with straight very long spines bended little bit down and longer pedinculus, looks quite close to lowland TETR001/003 gr. but has more straight and m ore numeorus lines on frons and longer spines, /in high elevation sp. it could be confused with sp. 019 which has lines less straight (wrinkled/netty) and not going up the head","M. Leponce, 1200m, 1 partly damaged spc from beating"
---TETR 025,FALSE,Tetramorium sp. 25 = see VOMB 002,Justine,,Myrmicinae,"close to bicoloured sp. 010 and 020, but head is not smooth (soft lines all over), spines curved down and petiolus very distinct ""lowered"" shape not typical for other Tetr","M. Leponce, 1200m"
TETR 026,FALSE,Tetramorium sp. 26 aff. 021,Jerome,,Myrmicinae,"closest to sp. 021 from Yawan but larger and diff. postpetiolus shape (smaller and less oblong than petiolus) and deeper lines on frons and around eye socket, also resembles sp. 019/024 but has deep lines and sculpturing also on postpetiolus (not smooth/dotty), shorter prop. spines and not clearly apparent fr.carinae compare to sp.24",Jerome Orivel 1700 m
TETR 027,FALSE,"Tetramorium sp. 27 aff. fulviceps Emery, 1897",Petr 2015/03,,Myrmicinae,small Tetr resembling sp. 18 but whole dark brown-black including append. and head and also a line visible in the middle of head.,"Jimmy Mosses, 1700-2200 m /  Hita Garcia thinks might be a novel sp. or punctiventre (known only from queen)"
TETR 028,FALSE,"Tetramorium melleum Emery, 1897",Justine,,Myrmicinae,"yellow ""tetramorium"" without flange and characteristic frontal shape of the head (former Rhoptromyrmex),  smooth body, longer spines, fit with RHOP001 (species transfered to Tetramorium)","UNKNJJ1, 1200 m"
TETR 029,FALSE,Tetramorium sp. 29 aff. 24,Petr 2017/01,,Myrmicinae,"very small TETR (size of sp. 1), very close to sp. 24 but much smaller size and shorter spines (prop. spines of length of sp. 1 and 26)","Mt Wilhelm, 700 m"
TETR 030,FALSE,Tetramorium Sp. 30 aff. 29,Petr 2018/08,,Myrmicinae,"very close by size and appearance to Sp. 29 but different lineation of petiolus and postpetiolus and upper thorax  - rather ""dots"" than clear lines on petiolus and thorax dorsum and somewhat shorter spines (By these features it fits more closely to sp. 21 from Yawan but smaller size).",lowland exxon cluster 7A
TETR 031,FALSE,Tetramorium sp. 31 aff. 21,Petr 2018/11,,Myrmicinae,"very close to sp. 21 from Yawan, but slightly smaller and petious and postpetiolus dorsally lacks the netty sculpture (but laterally similar), later view of head has characteristic lineation angle going towards top corners of head unlike in other similar TETR (sp. 21, 26.30)",Exxon 2000 m
TETR 032,FALSE,Tetramorium sp. 32 aff. 26,Petr 2020/10,,Myrmicinae,"very close to sp. 26 from Mt. wilhelm but about 1/3  smaller in the size (size of sp. 29) and petiolus and postpetiolus more finely sculptured, few pits in upper wrinkles o frons","Wanang,  pitfall trap"
TURN 001,TRUE,"Turneria dahlii Forel, 1901",,?,Dolichoderinae,"small dolichoderinae, black brown with lighter append., two sharp corners (humps) on propodeum, large eyes",determined from photos by S. Shattuck
TURN 002,TRUE,"Turneria cf. pacifica Mann, 1919",,?,Dolichoderinae,"small orange, big black eyes, similar shape of body as TURN 001, but lighter colour!","determined from photos by S. Shattuck (Steve: ""looks similar to T. pacifica although pacifica is only known from the Solomon Islands-.  This second has a slightly different propodeum from pacifica but I don't know at this stage if that's taxonomically important"")"
TURN 003,FALSE,Turneria sp. 3,,?,Dolichoderinae,"small brown, not so big eyes as TURN 001 and 002 and more posteriorly, smaller propodeal humps, hairs on propodeum, larger mandibuls, lighter abdomen than body (acc. key might be TURN, according S. shattuck perhaps even Anonychomyrma- but quite very strange looking!)","S. Shattuck: ""My feeling is that it is probably an Anonychomyrma species rather than a Turneria.  The head looks very much like Anonychomyrma and the propodeal spiracle is more lateral and ventral compared to most Turneria (although rosschinga is similar).  I would probably need to see the specimen to do much more.""
"""
TURN 004,FALSE,"Turneria sp. 4 aff. dahlii Forel, 1901",Petr 2015/06,?,Dolichoderinae,very close to sp. 1 from Wanang but looks more glossy (almost no small hairing cover) with broader petiolus and propodeum from above view. Head shape less circular from frontal view.,Numba
---UNGE 001,FALSE,Undescribed genus 1 sp. 1 = VOLL 004,Petr 2014/03,,Myrmicinae,"similar as VOLL003 but blacker (former VOLL004), bigger and with less angular petiole and no additional proccess under petiolus. Yellowish tibiae and ends of antennae. From frontal view eyes jut out more from the side of the head. Hairs on head longer and more erect","from communication with P.Ward it is likely the same Bolton unknown genus as CASENT0220594 in antweb but diff. sp., based on DNA within Vollenhovia"
---UNGE 002,FALSE,Undescribed genus 1 sp. 2 = VOLL 005,Justine,,Myrmicinae,"as CASET0220594 in antweb but diff. sp., Undescribed genus 1, much smaller and with smaller eyes than sp. 1 from Yawan but likely the same ""genus""","close to Myrmicine_genus31_PG01  CASENT0220594 Phil Ward, based on DNA within Vollenhovia"
---UNGE 003,FALSE,Unknown Myrmicinae sp. 3 = VOLL 006,Justine,,Myrmicinae,"large black ant, with orange abdomen, not really sure which genus/ 12 segm. antens but without clear club, no spines, petiolus quite diff. than in Pheidole/Lorodmyrma, rather resembling in that Unknown genus 1, heas similar as in Mono006 but has no medium hair on clypeus",fits with ant web Vollenhovia rufiventris
VOLL 001,FALSE,"Vollenhovia brachycera Emery, 1897",,?,Myrmicinae,"tiny dark brown slender ants, dotty head, yellow appandeges and brown femurs, no spines on thorax, lower surface of petiole has a rounded angular plate, short 2 segmented palps",very good fit with MCZ and newguienants photos
VOLL 002,TRUE,Vollenhovia sp. 2,Nic,,Myrmicinae,"Swollen femurs. No thoracic spines or denticules, a rounded petiole (with tiny denticle at rear) and post petiole. Thorax with long hairs but not sculptured, rear face (propodeum) hairless and shiny. All of head and antennae hairy. Dark brown with yellowish tibiae and antennae. Early and late instar larvae are hairy",
VOLL 003,TRUE,Vollenhovia sp. 3,Nic,,Myrmicinae,Similar to VOLL 002 but with more distinct metanotal groove (VOLL 002  has completely rounded thorax). Long hairs all over body except shiny rear of thorax. Side of thorax gently spotted sculpturing (unlike voll2). Underside of petiole with a distinct translucent toothlike projection. Petiolar denticle more pronounced.,
VOLL 004,TRUE,Vollenhovia sp. 4,Nic,,Myrmicinae,"unusual Vollenhovia of larger body size (>3 mm), lacking access. teeth below petiolus, close blacker and with less angular petiole. Yellowish tibiae and ends of antennae. From frontal view eyes jut out more from the side of the head. Hairs on head longer and more erect (re-check of sample shows that only 1 indiv. looks diff. from the rest which is as VOLL005 from Mt.Wilhelm, could be gyne morph of VOLL004 as from the sdame nest serie!? photos of this specimens as ""YA0031-w1"")",Vollenhovia sp.004 CHANGED TO UNGE 001 but later based on DNA (P.Ward pers. comm.) put back as Voll004 again
VOLL 005,FALSE,Vollenhovia sp. 5 nr. sp. 4,Justine,,Myrmicinae,"aff. CASET0220594 in antweb, unusual Vollenhovia lacking access. teeth below petiolus as sp. 004 x slight differences in shape and striation of thorax (smoother) - possibly the same as sp.4  from Yawan  (but need to compare DNA yet as Madang province)","close to Myrmicine_genus31_PG01  CASENT0220594 Phil Ward, based on DNA within Vollenhovia"
VOLL 006,FALSE,"Vollenhovia aff. rufiventris Forel, 1901",Justine,,Myrmicinae,"large black ant, with orange abdomen, 12 segm. antens but without clear club, no spines, petiolus quite diff. than in Pheidole/Lorodmyrma, rather resembling in that VOLL 004, head similar as in MONO 006 but has no mediumce hair on clypeus.","close to  Vollenhovia rufiventris on ant web from Borneo, but smootther front of head and propodeum (less liny/dotty), dotty sides of petiolus, and less distinct border of sides of clypeus and more apparent teeths on mandibles (likely related but novel sp.)"
